   5.0383213599999997e-02	   2.9802897599999999e-02	   5.2797488299999995e-01	
   6.3536363900000004e-02	   2.8425972899999999e-02	   5.3312368099999996e-01	
   7.5353123399999999e-02	   2.7206372800000000e-02	   5.3800700099999998e-01	
   8.6221797899999994e-02	   2.6125320600000002e-02	   5.4265769100000005e-01	
   9.6378609700000006e-02	   2.5165097599999998e-02	   5.4710348700000000e-01	
   1.0597970399999999e-01	   2.4309243599999999e-02	   5.5136785099999996e-01	
   1.1512364100000000e-01	   2.3556250000000001e-02	   5.5546772799999999e-01	
   1.2390290299999999e-01	   2.2878101099999999e-02	   5.5942347999999997e-01	
   1.3238072000000001e-01	   2.2258377400000001e-02	   5.6325011599999997e-01	
   1.4060307599999999e-01	   2.1686667400000002e-02	   5.6695948500000004e-01	
   1.4860652699999999e-01	   2.1153587599999999e-02	   5.7056171099999997e-01	
   1.5642064899999999e-01	   2.0650717400000001e-02	   5.7406544599999998e-01	
   1.6406972200000000e-01	   2.0170532599999999e-02	   5.7747807399999995e-01	
   1.7157392499999999e-01	   1.9706341499999998e-02	   5.8080589000000005e-01	
   1.7895021200000000e-01	   1.9252224299999999e-02	   5.8405424299999997e-01	
   1.8621295800000001e-01	   1.8802976700000001e-02	   5.8722766100000001e-01	
   1.9337444900000000e-01	   1.8354059299999999e-02	   5.9032995399999999e-01	
   2.0044525999999999e-01	   1.7901551200000001e-02	   5.9336430399999995e-01	
   2.0743455099999999e-01	   1.7442108599999999e-02	   5.9633334100000002e-01	
   2.1435029799999999e-01	   1.6972927600000000e-02	   5.9923920700000000e-01	
   2.2119675000000000e-01	   1.6497048399999999e-02	   6.0208332300000000e-01	
   2.2798297100000001e-01	   1.6007150899999999e-02	   6.0486740299999997e-01	
   2.3471453700000000e-01	   1.5501506500000000e-02	   6.0759243799999996e-01	
   2.4139625300000001e-01	   1.4979104100000000e-02	   6.1025908900000003e-01	
   2.4803237700000000e-01	   1.4439358600000000e-02	   6.1286774300000002e-01	
   2.5462668999999999e-01	   1.3882091799999999e-02	   6.1541853700000004e-01	
   2.6118256200000001e-01	   1.3307515600000000e-02	   6.1791138499999998e-01	
   2.6770299300000000e-01	   1.2716216299999999e-02	   6.2034599700000004e-01	
   2.7419066500000000e-01	   1.2109142300000000e-02	   6.2272190299999997e-01	
   2.8064796900000000e-01	   1.1487591500000000e-02	   6.2503846799999996e-01	
   2.8707605899999999e-01	   1.0855486200000000e-02	   6.2729497499999998e-01	
   2.9347769499999998e-01	   1.0212884900000000e-02	   6.2949049000000001e-01	
   2.9985512199999997e-01	   9.5607955099999992e-03	   6.3162392300000003e-01	
   3.0620982499999999e-01	   8.9018534599999994e-03	   6.3369410199999998e-01	
   3.1254312400000001e-01	   8.2390070399999994e-03	   6.3569975899999998e-01	
   3.1885618300000002e-01	   7.5755105100000003e-03	   6.3763953699999998e-01	
   3.2515002500000001e-01	   6.9149173400000000e-03	   6.3951200100000005e-01	
   3.3142554699999999e-01	   6.2610737900000001e-03	   6.4131564900000004e-01	
   3.3768344600000000e-01	   5.6183088899999997e-03	   6.4304893600000002e-01	
   3.4392459100000000e-01	   4.9905308000000002e-03	   6.4471019500000004e-01	
   3.5014969899999998e-01	   4.3820255699999998e-03	   6.4629771100000000e-01	
   3.5635920900000001e-01	   3.7978176099999999e-03	   6.4780977200000001e-01	
   3.6255347300000001e-01	   3.2431959100000002e-03	   6.4924464100000001e-01	
   3.6873276199999999e-01	   2.7237072100000002e-03	   6.5060056099999997e-01	
   3.7489727000000000e-01	   2.2451489699999998e-03	   6.5187576199999997e-01	
   3.8104711600000002e-01	   1.8135620499999999e-03	   6.5306846699999999e-01	
   3.8718263900000000e-01	   1.4344692300000000e-03	   6.5417676100000000e-01	
   3.9330400999999998e-01	   1.1138825900000001e-03	   6.5519875500000002e-01	
   3.9941082100000003e-01	   8.5942080899999997e-04	   6.5613283499999997e-01	
   4.0550291399999999e-01	   6.7809151700000002e-04	   6.5697727600000000e-01	
   4.1158008200000001e-01	   5.7710173499999999e-04	   6.5773037999999995e-01	
   4.1764206300000001e-01	   5.6384747599999997e-04	   6.5839049199999999e-01	
   4.2368854900000003e-01	   6.4590277999999998e-04	   6.5895600399999998e-01	
   4.2971918599999998e-01	   8.3100820699999998e-04	   6.5942536299999999e-01	
   4.3573357499999998e-01	   1.1270587500000000e-03	   6.5979707700000001e-01	
   4.4173212299999998e-01	   1.5398477900000001e-03	   6.6006900899999998e-01	
   4.4771359999999999e-01	   2.0795474400000001e-03	   6.6024036699999999e-01	
   4.5367739400000001e-01	   2.7547030200000002e-03	   6.6030996600000003e-01	
   4.5962293799999998e-01	   3.5737441500000001e-03	   6.6027665499999999e-01	
   4.6554963100000002e-01	   4.5451808400000003e-03	   6.6013938299999997e-01	
   4.7145684700000001e-01	   5.6775876199999997e-03	   6.5989721000000001e-01	
   4.7734392900000000e-01	   6.9795874299999998e-03	   6.5954931100000003e-01	
   4.8321019799999998e-01	   8.4598349400000009e-03	   6.5909498899999996e-01	
   4.8905495100000002e-01	   1.0126999600000000e-02	   6.5853367699999998e-01	
   4.9487746599999999e-01	   1.1989748600000001e-02	   6.5786494600000001e-01	
   5.0067768700000004e-01	   1.4055064000000001e-02	   6.5708756099999999e-01	
