   1.4615909600000001e-03	   4.6612776600000002e-04	   1.3865519999999999e-02	
   2.2672636800000001e-03	   1.2699255299999999e-03	   1.8570351999999998e-02	
   3.2989909200000001e-03	   2.2493486300000001e-03	   2.4239050799999998e-02	
   4.5469061500000001e-03	   3.3918015600000002e-03	   3.0909247500000001e-02	
   6.0055256500000003e-03	   4.6919456099999996e-03	   3.8557898000000000e-02	
   7.6757885599999997e-03	   6.1361162600000003e-03	   4.6836033600000000e-02	
   9.5605109399999992e-03	   7.7134413100000002e-03	   5.5143075600000001e-02	
   1.1663476900000001e-02	   9.4167540300000002e-03	   6.3459808000000006e-02	
   1.3995038800000000e-02	   1.1224713799999999e-02	   7.1861689000000006e-02	
   1.6560559499999999e-02	   1.3136226200000000e-02	   8.0281795099999997e-02	
   1.9373229499999998e-02	   1.5132578900000001e-02	   8.8766809399999994e-02	
   2.2446886499999999e-02	   1.7199148399999999e-02	   9.7327438299999999e-02	
   2.5792737300000000e-02	   1.9330629799999999e-02	   1.0592983500000000e-01	
   2.9432425100000000e-02	   2.1503077100000000e-02	   1.1462132799999999e-01	
   3.3385223499999998e-02	   2.3702427099999999e-02	   1.2339728599999999e-01	
   3.7668421100000002e-02	   2.5920786400000000e-02	   1.3223210799999999e-01	
   4.2252555400000003e-02	   2.8138501500000000e-02	   1.4114051899999999e-01	
   4.6914628700000002e-02	   3.0323612900000001e-02	   1.5016386700000001e-01	
   5.1643762400000001e-02	   3.2473617199999999e-02	   1.5925427700000000e-01	
   5.6449100900000000e-02	   3.4569186699999997e-02	   1.6841353900000000e-01	
   6.1339720000000000e-02	   3.6590021299999997e-02	   1.7764217199999999e-01	
   6.6331262000000002e-02	   3.8503626800000003e-02	   1.8696158800000001e-01	
   7.1428918100000002e-02	   4.0293909500000002e-02	   1.9635355800000001e-01	
   7.6636756000000000e-02	   4.1905332900000002e-02	   2.0579878800000001e-01	
   8.1962077300000005e-02	   4.3327866600000001e-02	   2.1528911300000000e-01	
   8.7411389699999995e-02	   4.4556166199999997e-02	   2.2481347900000001e-01	
   9.2990152600000001e-02	   4.5582950300000001e-02	   2.3435760400000000e-01	
