   2.6700401000000001e-01	   4.8743299999999996e-03	   3.2941519000000002e-01	
   2.6851048000000000e-01	   9.6048300000000000e-03	   3.3542652000000001e-01	
   2.6994383999999999e-01	   1.4624939999999999e-02	   3.4137895000000001e-01	
   2.7130489000000002e-01	   1.9941859999999999e-02	   3.4726861999999997e-01	
   2.7259383999999998e-01	   2.5563090000000000e-02	   3.5309302999999997e-01	
   2.7380934000000001e-01	   3.1497480000000001e-02	   3.5885255999999999e-01	
   2.7495241999999998e-01	   3.7751809999999997e-02	   3.6454323000000000e-01	
   2.7602238000000001e-01	   4.4167230000000002e-02	   3.7016418000000001e-01	
   2.7701840000000000e-01	   5.0344369999999999e-02	   3.7571452000000000e-01	
   2.7794142999999999e-01	   5.6324440000000003e-02	   3.8119073999999997e-01	
   2.7879067000000002e-01	   6.2145359999999997e-02	   3.8659204000000003e-01	
   2.7956550000000002e-01	   6.7835870000000006e-02	   3.9191723000000001e-01	
   2.8026657999999999e-01	   7.3417239999999995e-02	   3.9716349000000001e-01	
   2.8089357999999998e-01	   7.8907030000000003e-02	   4.0232943999999998e-01	
   2.8144581000000002e-01	   8.4319699999999997e-02	   4.0741403999999998e-01	
   2.8192358000000001e-01	   8.9666220000000005e-02	   4.1241520999999998e-01	
   2.8232739000000001e-01	   9.4955449999999997e-02	   4.1733086000000003e-01	
   2.8265633000000001e-01	   1.0019575999999999e-01	   4.2216031999999998e-01	
   2.8291049000000001e-01	   1.0539345000000000e-01	   4.2690201999999999e-01	
   2.8309095000000001e-01	   1.1055307000000000e-01	   4.3155375000000001e-01	
   2.8319704000000001e-01	   1.1567966000000000e-01	   4.3611482000000001e-01	
   2.8322881999999999e-01	   1.2077701000000000e-01	   4.4058404000000001e-01	
   2.8318684000000000e-01	   1.2584798999999999e-01	   4.4496000000000002e-01	
   2.8307199999999999e-01	   1.3089476999999999e-01	   4.4924127000000003e-01	
   2.8288389000000003e-01	   1.3592004999999999e-01	   4.5342734000000001e-01	
   2.8262296999999997e-01	   1.4092556000000001e-01	   4.5751725999999998e-01	
   2.8229037000000001e-01	   1.4591233000000001e-01	   4.6150995000000000e-01	
   2.8188676000000001e-01	   1.5088146999999999e-01	   4.6540473999999998e-01	
   2.8141228000000001e-01	   1.5583425000000001e-01	   4.6920128000000000e-01	
   2.8086772999999998e-01	   1.6077132000000000e-01	   4.7289909000000002e-01	
